step,initial_mean_opinin,last_mean_opinin,best_labels,reward_best,best_opinion
10,3.470738172531128,3.6256332397460938,"FrankenData(orig_edge_num=280, opinion=[72, 1], pos=[72, 2], dist_label=[72], social_edge=[2, 348], edge_attr=[348], geographical_edge=[2, 127], geo_edge_attr=[127], reps=[4])",0.286346435546875,"[5.038062572479248, 3.7940826416015625, 3.235806465148926, 3.4267895221710205, 2.7329320907592773, 3.2990024089813232, 1.7853964567184448, 3.9828765392303467, 3.738995313644409, 7.264465808868408, 4.940887451171875, 3.141362190246582, 2.624372959136963, 3.9573137760162354, 5.134995937347412, 3.492884635925293, 4.0471110343933105, 3.859924554824829, 4.851818561553955, 3.9184224605560303, 3.4572408199310303, 3.07719087600708, 4.072373867034912, 4.3099236488342285, 4.3969407081604, 4.22396183013916, 4.031444549560547, 3.8347694873809814, 3.9957573413848877, 2.3710451126098633, 2.1831018924713135, 3.2874507904052734, 4.466853141784668, 4.304049968719482, 4.4190287590026855, 3.341939926147461, 4.303930282592773, 2.835911273956299, 3.3820364475250244, 2.491302967071533, 3.7968971729278564, 3.966829776763916, 4.469862937927246, 2.9161217212677, 3.1977341175079346, 3.489480972290039, 2.283381938934326, 3.199910879135132, 2.6424994468688965, 4.368053913116455, 3.646090507507324, 4.621612071990967, 3.14084529876709, 1.9121086597442627, 2.918757677078247, 2.33866286277771, 2.8238508701324463, 3.9730639457702637, 4.46026086807251, 4.771478176116943, 3.558243751525879, 3.4721832275390625, 2.263150215148926, 2.0426135063171387, 2.4914422035217285, 4.373705863952637, 3.717193603515625, 4.489322185516357, 4.708503723144531, 3.7579052448272705, 3.029313325881958, 3.1507604122161865]"
11,3.470738172531128,3.6260104179382324,"FrankenData(orig_edge_num=280, opinion=[72, 1], pos=[72, 2], dist_label=[72], social_edge=[2, 348], edge_attr=[348], geographical_edge=[2, 127], geo_edge_attr=[127], reps=[4])",-0.1351470947265625,"[5.0713958740234375, 3.7352590560913086, 3.235806465148926, 3.4267895221710205, 2.7855637073516846, 3.2990024089813232, 1.7853964567184448, 3.9828765392303467, 3.738995313644409, 7.264465808868408, 4.940887451171875, 3.141362190246582, 2.624372959136963, 3.9573137760162354, 5.134995937347412, 3.492884635925293, 4.0471110343933105, 3.859924554824829, 4.851818561553955, 3.9184224605560303, 3.4572408199310303, 3.07719087600708, 4.072373867034912, 4.3099236488342285, 4.3969407081604, 4.22396183013916, 4.031444549560547, 3.8347694873809814, 3.9957573413848877, 2.3710451126098633, 2.1831018924713135, 3.2874507904052734, 4.466853141784668, 4.304049968719482, 4.4190287590026855, 3.341939926147461, 4.303930282592773, 2.835911273956299, 3.3820364475250244, 2.491302967071533, 3.7968971729278564, 3.966829776763916, 4.469862937927246, 2.9161217212677, 3.1977341175079346, 3.489480972290039, 2.283381938934326, 3.199910879135132, 2.6424994468688965, 4.368053913116455, 3.646090507507324, 4.621612071990967, 3.14084529876709, 1.9121086597442627, 2.918757677078247, 2.33866286277771, 2.8238508701324463, 3.9730639457702637, 4.46026086807251, 4.771478176116943, 3.558243751525879, 3.4721832275390625, 2.263150215148926, 2.0426135063171387, 2.4914422035217285, 4.373705863952637, 3.717193603515625, 4.489322185516357, 4.708503723144531, 3.7579052448272705, 3.029313325881958, 3.1507604122161865]"
12,3.470738172531128,3.6275813579559326,"FrankenData(orig_edge_num=280, opinion=[72, 1], pos=[72, 2], dist_label=[72], social_edge=[2, 348], edge_attr=[348], geographical_edge=[2, 127], geo_edge_attr=[127], reps=[4])",-0.035125732421875,"[5.138062477111816, 3.6764354705810547, 3.235806465148926, 3.4267895221710205, 2.890826940536499, 3.2990024089813232, 1.7853964567184448, 3.9828765392303467, 3.738995313644409, 7.264465808868408, 4.940887451171875, 3.141362190246582, 2.624372959136963, 3.9573137760162354, 5.134995937347412, 3.492884635925293, 4.0471110343933105, 3.859924554824829, 4.851818561553955, 3.9184224605560303, 3.4572408199310303, 3.07719087600708, 4.072373867034912, 4.3099236488342285, 4.3969407081604, 4.22396183013916, 4.031444549560547, 3.8347694873809814, 3.9957573413848877, 2.3710451126098633, 2.1831018924713135, 3.2874507904052734, 4.466853141784668, 4.304049968719482, 4.4190287590026855, 3.341939926147461, 4.303930282592773, 2.835911273956299, 3.3820364475250244, 2.491302967071533, 3.7968971729278564, 3.966829776763916, 4.469862937927246, 2.9161217212677, 3.1977341175079346, 3.489480972290039, 2.283381938934326, 3.199910879135132, 2.6424994468688965, 4.368053913116455, 3.646090507507324, 4.621612071990967, 3.14084529876709, 1.9121086597442627, 2.918757677078247, 2.33866286277771, 2.8238508701324463, 3.9730639457702637, 4.46026086807251, 4.771478176116943, 3.558243751525879, 3.4721832275390625, 2.263150215148926, 2.0426135063171387, 2.4914422035217285, 4.373705863952637, 3.717193603515625, 4.489322185516357, 4.708503723144531, 3.7579052448272705, 3.029313325881958, 3.1507604122161865]"
13,3.470738172531128,3.6396548748016357,"FrankenData(orig_edge_num=280, opinion=[72, 1], pos=[72, 2], dist_label=[72], social_edge=[2, 348], edge_attr=[348], geographical_edge=[2, 127], geo_edge_attr=[127], reps=[4])",0.57366943359375,"[5.138062477111816, 3.6764354705810547, 3.235806465148926, 3.4267895221710205, 2.9434585571289062, 3.2990024089813232, 1.685396432876587, 3.9828765392303467, 3.738995313644409, 7.264465808868408, 4.940887451171875, 3.391362190246582, 2.624372959136963, 3.9573137760162354, 5.134995937347412, 3.492884635925293, 4.0471110343933105, 3.859924554824829, 4.851818561553955, 3.9184224605560303, 3.4572408199310303, 3.07719087600708, 4.072373867034912, 4.3099236488342285, 4.3969407081604, 4.22396183013916, 4.031444549560547, 3.8347694873809814, 3.9957573413848877, 2.3710451126098633, 2.1831018924713135, 3.2874507904052734, 4.466853141784668, 4.304049968719482, 4.4190287590026855, 3.341939926147461, 4.303930282592773, 2.835911273956299, 3.3820364475250244, 2.491302967071533, 3.7968971729278564, 3.966829776763916, 4.469862937927246, 2.9161217212677, 3.1977341175079346, 3.489480972290039, 2.283381938934326, 3.199910879135132, 2.6424994468688965, 4.368053913116455, 3.646090507507324, 4.621612071990967, 3.14084529876709, 1.9121086597442627, 3.2520909309387207, 2.33866286277771, 2.8238508701324463, 3.9730639457702637, 4.46026086807251, 4.771478176116943, 3.558243751525879, 3.4721832275390625, 2.263150215148926, 2.0426135063171387, 2.4914422035217285, 4.373705863952637, 3.717193603515625, 4.489322185516357, 4.708503723144531, 3.7579052448272705, 3.029313325881958, 3.48409366607666]"
14,3.470738172531128,3.6428956985473633,"FrankenData(orig_edge_num=280, opinion=[72, 1], pos=[72, 2], dist_label=[72], social_edge=[2, 348], edge_attr=[348], geographical_edge=[2, 127], geo_edge_attr=[127], reps=[4])",0.071044921875,"[5.171395778656006, 3.6764354705810547, 3.235806465148926, 3.4267895221710205, 2.9434585571289062, 3.2990024089813232, 1.685396432876587, 3.9828765392303467, 3.738995313644409, 7.264465808868408, 4.940887451171875, 3.391362190246582, 2.624372959136963, 3.9573137760162354, 5.134995937347412, 3.492884635925293, 4.0471110343933105, 3.859924554824829, 5.051818370819092, 3.9184224605560303, 3.4572408199310303, 3.07719087600708, 4.072373867034912, 4.3099236488342285, 4.3969407081604, 4.22396183013916, 4.031444549560547, 3.8347694873809814, 3.9957573413848877, 2.3710451126098633, 2.1831018924713135, 3.2874507904052734, 4.466853141784668, 4.304049968719482, 4.4190287590026855, 3.341939926147461, 4.303930282592773, 2.835911273956299, 3.3820364475250244, 2.491302967071533, 3.7968971729278564, 3.966829776763916, 4.469862937927246, 2.9161217212677, 3.1977341175079346, 3.489480972290039, 2.283381938934326, 3.199910879135132, 2.6424994468688965, 4.368053913116455, 3.646090507507324, 4.621612071990967, 3.14084529876709, 1.9121086597442627, 3.2520909309387207, 2.33866286277771, 2.8238508701324463, 3.9730639457702637, 4.46026086807251, 4.771478176116943, 3.558243751525879, 3.4721832275390625, 2.263150215148926, 2.0426135063171387, 2.4914422035217285, 4.373705863952637, 3.717193603515625, 4.489322185516357, 4.708503723144531, 3.7579052448272705, 3.029313325881958, 3.48409366607666]"
15,3.470738172531128,3.6536169052124023,"FrankenData(orig_edge_num=280, opinion=[72, 1], pos=[72, 2], dist_label=[72], social_edge=[2, 348], edge_attr=[348], geographical_edge=[2, 127], geo_edge_attr=[127], reps=[4])",0.5169677734375,"[5.171395778656006, 3.6764354705810547, 3.235806465148926, 3.4267895221710205, 3.0487217903137207, 3.2990024089813232, 1.685396432876587, 3.9828765392303467, 3.738995313644409, 7.264465808868408, 4.940887451171875, 3.391362190246582, 2.624372959136963, 3.9573137760162354, 5.134995937347412, 3.492884635925293, 4.0471110343933105, 3.859924554824829, 5.051818370819092, 3.9184224605560303, 3.4572408199310303, 3.07719087600708, 4.072373867034912, 4.3099236488342285, 4.3969407081604, 4.22396183013916, 4.031444549560547, 3.8347694873809814, 3.9957573413848877, 2.3710451126098633, 2.1831018924713135, 3.2874507904052734, 4.466853141784668, 4.304049968719482, 4.4190287590026855, 3.341939926147461, 4.303930282592773, 2.835911273956299, 3.3820364475250244, 2.491302967071533, 3.7968971729278564, 3.966829776763916, 4.469862937927246, 2.9161217212677, 3.531067371368408, 3.489480972290039, 2.283381938934326, 3.5332441329956055, 2.6424994468688965, 4.368053913116455, 3.646090507507324, 4.621612071990967, 3.14084529876709, 1.9121086597442627, 3.2520909309387207, 2.33866286277771, 2.8238508701324463, 3.9730639457702637, 4.46026086807251, 4.771478176116943, 3.558243751525879, 3.4721832275390625, 2.263150215148926, 2.0426135063171387, 2.4914422035217285, 4.373705863952637, 3.717193603515625, 4.489322185516357, 4.708503723144531, 3.7579052448272705, 3.029313325881958, 3.48409366607666]"
16,3.470738172531128,3.6580514907836914,"FrankenData(orig_edge_num=280, opinion=[72, 1], pos=[72, 2], dist_label=[72], social_edge=[2, 348], edge_attr=[348], geographical_edge=[2, 127], geo_edge_attr=[127], reps=[4])",0.048126220703125,"[5.238062381744385, 3.6764354705810547, 3.235806465148926, 3.4267895221710205, 3.101353406906128, 3.2990024089813232, 1.685396432876587, 3.9828765392303467, 3.738995313644409, 7.264465808868408, 4.940887451171875, 3.391362190246582, 2.624372959136963, 3.9573137760162354, 5.134995937347412, 3.492884635925293, 4.0471110343933105, 3.859924554824829, 5.2518181800842285, 3.9184224605560303, 3.4572408199310303, 3.07719087600708, 4.072373867034912, 4.3099236488342285, 4.3969407081604, 4.22396183013916, 4.031444549560547, 3.8347694873809814, 3.9957573413848877, 2.3710451126098633, 2.1831018924713135, 3.2874507904052734, 4.466853141784668, 4.304049968719482, 4.4190287590026855, 3.341939926147461, 4.303930282592773, 2.835911273956299, 3.3820364475250244, 2.491302967071533, 3.7968971729278564, 3.966829776763916, 4.469862937927246, 2.9161217212677, 3.531067371368408, 3.489480972290039, 2.283381938934326, 3.5332441329956055, 2.6424994468688965, 4.368053913116455, 3.646090507507324, 4.621612071990967, 3.14084529876709, 1.9121086597442627, 3.2520909309387207, 2.33866286277771, 2.8238508701324463, 3.9730639457702637, 4.46026086807251, 4.771478176116943, 3.558243751525879, 3.4721832275390625, 2.263150215148926, 2.0426135063171387, 2.4914422035217285, 4.373705863952637, 3.717193603515625, 4.489322185516357, 4.708503723144531, 3.7579052448272705, 3.029313325881958, 3.48409366607666]"
17,3.470738172531128,3.66156005859375,"FrankenData(orig_edge_num=280, opinion=[72, 1], pos=[72, 2], dist_label=[72], social_edge=[2, 348], edge_attr=[348], geographical_edge=[2, 127], geo_edge_attr=[127], reps=[4])",0.07415771484375,"[5.238062381744385, 3.6764354705810547, 3.4358065128326416, 3.4267895221710205, 3.153985023498535, 3.2990024089813232, 1.685396432876587, 3.9828765392303467, 3.738995313644409, 7.264465808868408, 4.940887451171875, 3.391362190246582, 2.624372959136963, 3.9573137760162354, 5.134995937347412, 3.492884635925293, 4.0471110343933105, 3.859924554824829, 5.2518181800842285, 3.9184224605560303, 3.4572408199310303, 3.07719087600708, 4.072373867034912, 4.3099236488342285, 4.3969407081604, 4.22396183013916, 4.031444549560547, 3.8347694873809814, 3.9957573413848877, 2.3710451126098633, 2.1831018924713135, 3.2874507904052734, 4.466853141784668, 4.304049968719482, 4.4190287590026855, 3.341939926147461, 4.303930282592773, 2.835911273956299, 3.3820364475250244, 2.491302967071533, 3.7968971729278564, 3.966829776763916, 4.469862937927246, 2.9161217212677, 3.531067371368408, 3.489480972290039, 2.283381938934326, 3.5332441329956055, 2.6424994468688965, 4.368053913116455, 3.646090507507324, 4.621612071990967, 3.14084529876709, 1.9121086597442627, 3.2520909309387207, 2.33866286277771, 2.8238508701324463, 3.9730639457702637, 4.46026086807251, 4.771478176116943, 3.558243751525879, 3.4721832275390625, 2.263150215148926, 2.0426135063171387, 2.4914422035217285, 4.373705863952637, 3.717193603515625, 4.489322185516357, 4.708503723144531, 3.7579052448272705, 3.029313325881958, 3.48409366607666]"
18,3.470738172531128,3.662754535675049,"FrankenData(orig_edge_num=280, opinion=[72, 1], pos=[72, 2], dist_label=[72], social_edge=[2, 348], edge_attr=[348], geographical_edge=[2, 127], geo_edge_attr=[127], reps=[4])",-0.092559814453125,"[5.271395683288574, 3.6764354705810547, 3.4358065128326416, 3.4267895221710205, 3.2066166400909424, 3.2990024089813232, 1.685396432876587, 3.9828765392303467, 3.738995313644409, 7.264465808868408, 4.940887451171875, 3.391362190246582, 2.624372959136963, 3.9573137760162354, 5.134995937347412, 3.492884635925293, 4.0471110343933105, 3.859924554824829, 5.2518181800842285, 3.9184224605560303, 3.4572408199310303, 3.07719087600708, 4.072373867034912, 4.3099236488342285, 4.3969407081604, 4.22396183013916, 4.031444549560547, 3.8347694873809814, 3.9957573413848877, 2.3710451126098633, 2.1831018924713135, 3.2874507904052734, 4.466853141784668, 4.304049968719482, 4.4190287590026855, 3.341939926147461, 4.303930282592773, 2.835911273956299, 3.3820364475250244, 2.491302967071533, 3.7968971729278564, 3.966829776763916, 4.469862937927246, 2.9161217212677, 3.531067371368408, 3.489480972290039, 2.283381938934326, 3.5332441329956055, 2.6424994468688965, 4.368053913116455, 3.646090507507324, 4.621612071990967, 3.14084529876709, 1.9121086597442627, 3.2520909309387207, 2.33866286277771, 2.8238508701324463, 3.9730639457702637, 4.46026086807251, 4.771478176116943, 3.558243751525879, 3.4721832275390625, 2.263150215148926, 2.0426135063171387, 2.4914422035217285, 4.373705863952637, 3.717193603515625, 4.489322185516357, 4.708503723144531, 3.7579052448272705, 3.029313325881958, 3.48409366607666]"
19,3.470738172531128,3.66811466217041,"FrankenData(orig_edge_num=280, opinion=[72, 1], pos=[72, 2], dist_label=[72], social_edge=[2, 348], edge_attr=[348], geographical_edge=[2, 127], geo_edge_attr=[127], reps=[4])",0.657623291015625,"[5.304728984832764, 3.6764354705810547, 3.4358065128326416, 3.4267895221710205, 3.2592482566833496, 3.2990024089813232, 1.7853964567184448, 3.9828765392303467, 3.738995313644409, 7.264465808868408, 4.940887451171875, 3.391362190246582, 2.624372959136963, 3.9573137760162354, 5.134995937347412, 3.492884635925293, 4.0471110343933105, 3.859924554824829, 5.451817989349365, 3.9184224605560303, 3.4572408199310303, 3.07719087600708, 4.072373867034912, 4.3099236488342285, 4.3969407081604, 4.22396183013916, 4.031444549560547, 3.8347694873809814, 3.9957573413848877, 2.3710451126098633, 2.1831018924713135, 3.2874507904052734, 4.466853141784668, 4.304049968719482, 4.4190287590026855, 3.341939926147461, 4.303930282592773, 2.835911273956299, 3.3820364475250244, 2.491302967071533, 3.7968971729278564, 3.966829776763916, 4.469862937927246, 2.9161217212677, 3.531067371368408, 3.489480972290039, 2.283381938934326, 3.5332441329956055, 2.6424994468688965, 4.368053913116455, 3.646090507507324, 4.621612071990967, 3.14084529876709, 1.9121086597442627, 3.2520909309387207, 2.33866286277771, 2.8238508701324463, 3.9730639457702637, 4.46026086807251, 4.771478176116943, 3.558243751525879, 3.4721832275390625, 2.263150215148926, 2.0426135063171387, 2.4914422035217285, 4.373705863952637, 3.717193603515625, 4.489322185516357, 4.708503723144531, 3.7579052448272705, 3.029313325881958, 3.48409366607666]"
20,3.470738172531128,3.67168927192688,"FrankenData(orig_edge_num=280, opinion=[72, 1], pos=[72, 2], dist_label=[72], social_edge=[2, 348], edge_attr=[348], geographical_edge=[2, 127], geo_edge_attr=[127], reps=[4])",0.6548309326171875,"[5.304728984832764, 3.6764354705810547, 3.4358065128326416, 3.4267895221710205, 3.311879873275757, 3.3704309463500977, 1.7853964567184448, 3.9828765392303467, 3.738995313644409, 7.264465808868408, 4.940887451171875, 3.391362190246582, 2.624372959136963, 3.9573137760162354, 5.134995937347412, 3.492884635925293, 4.0471110343933105, 3.859924554824829, 5.25181770324707, 3.9184224605560303, 3.4572408199310303, 3.07719087600708, 4.072373867034912, 4.3099236488342285, 4.3969407081604, 4.22396183013916, 4.031444549560547, 3.8347694873809814, 3.9957573413848877, 2.3710451126098633, 2.1831018924713135, 3.2874507904052734, 4.466853141784668, 4.304049968719482, 4.4190287590026855, 3.341939926147461, 4.303930282592773, 2.835911273956299, 3.3820364475250244, 2.491302967071533, 3.7968971729278564, 3.966829776763916, 4.469862937927246, 2.9161217212677, 3.531067371368408, 3.489480972290039, 2.283381938934326, 3.5332441329956055, 2.6424994468688965, 4.368053913116455, 3.646090507507324, 4.621612071990967, 3.14084529876709, 1.9121086597442627, 3.5854241847991943, 2.33866286277771, 2.8238508701324463, 3.9730639457702637, 4.46026086807251, 4.771478176116943, 3.558243751525879, 3.4721832275390625, 2.263150215148926, 2.0426135063171387, 2.4914422035217285, 4.373705863952637, 3.717193603515625, 4.489322185516357, 4.708503723144531, 3.7579052448272705, 3.029313325881958, 3.48409366607666]"
21,3.470738172531128,3.675661325454712,"FrankenData(orig_edge_num=280, opinion=[72, 1], pos=[72, 2], dist_label=[72], social_edge=[2, 348], edge_attr=[348], geographical_edge=[2, 127], geo_edge_attr=[127], reps=[4])",0.5074462890625,"[5.338062286376953, 3.6764354705810547, 3.4358065128326416, 3.4267895221710205, 3.364511489868164, 3.3704309463500977, 1.7853964567184448, 3.9828765392303467, 3.738995313644409, 7.264465808868408, 4.940887451171875, 3.391362190246582, 2.624372959136963, 3.9573137760162354, 5.134995937347412, 3.492884635925293, 4.0471110343933105, 3.859924554824829, 5.451817512512207, 3.9184224605560303, 3.4572408199310303, 3.07719087600708, 4.072373867034912, 4.3099236488342285, 4.3969407081604, 4.22396183013916, 4.031444549560547, 3.8347694873809814, 3.9957573413848877, 2.3710451126098633, 2.1831018924713135, 3.2874507904052734, 4.466853141784668, 4.304049968719482, 4.4190287590026855, 3.341939926147461, 4.303930282592773, 2.835911273956299, 3.3820364475250244, 2.491302967071533, 3.7968971729278564, 3.966829776763916, 4.469862937927246, 2.9161217212677, 3.531067371368408, 3.489480972290039, 2.283381938934326, 3.5332441329956055, 2.6424994468688965, 4.368053913116455, 3.646090507507324, 4.621612071990967, 3.14084529876709, 1.9121086597442627, 3.5854241847991943, 2.33866286277771, 2.8238508701324463, 3.9730639457702637, 4.46026086807251, 4.771478176116943, 3.558243751525879, 3.4721832275390625, 2.263150215148926, 2.0426135063171387, 2.4914422035217285, 4.373705863952637, 3.717193603515625, 4.489322185516357, 4.708503723144531, 3.7579052448272705, 3.029313325881958, 3.48409366607666]"
22,3.470738172531128,3.6768553256988525,"FrankenData(orig_edge_num=280, opinion=[72, 1], pos=[72, 2], dist_label=[72], social_edge=[2, 348], edge_attr=[348], geographical_edge=[2, 127], geo_edge_attr=[127], reps=[4])",0.6548309326171875,"[5.371395587921143, 3.6764354705810547, 3.4358065128326416, 3.4267895221710205, 3.4171431064605713, 3.3704309463500977, 1.7853964567184448, 3.9828765392303467, 3.738995313644409, 7.264465808868408, 4.940887451171875, 3.391362190246582, 2.624372959136963, 3.9573137760162354, 5.134995937347412, 3.492884635925293, 4.0471110343933105, 3.859924554824829, 5.451817512512207, 3.9184224605560303, 3.4572408199310303, 3.07719087600708, 4.072373867034912, 4.3099236488342285, 4.3969407081604, 4.22396183013916, 4.031444549560547, 3.8347694873809814, 3.9957573413848877, 2.3710451126098633, 2.1831018924713135, 3.2874507904052734, 4.466853141784668, 4.304049968719482, 4.4190287590026855, 3.341939926147461, 4.303930282592773, 2.835911273956299, 3.3820364475250244, 2.491302967071533, 3.7968971729278564, 3.966829776763916, 4.469862937927246, 2.9161217212677, 3.531067371368408, 3.489480972290039, 2.283381938934326, 3.5332441329956055, 2.6424994468688965, 4.368053913116455, 3.646090507507324, 4.621612071990967, 3.14084529876709, 1.9121086597442627, 3.5854241847991943, 2.33866286277771, 2.8238508701324463, 3.9730639457702637, 4.46026086807251, 4.771478176116943, 3.558243751525879, 3.4721832275390625, 2.263150215148926, 2.0426135063171387, 2.4914422035217285, 4.373705863952637, 3.717193603515625, 4.489322185516357, 4.708503723144531, 3.7579052448272705, 3.029313325881958, 3.48409366607666]"
23,3.470738172531128,3.6785783767700195,"FrankenData(orig_edge_num=280, opinion=[72, 1], pos=[72, 2], dist_label=[72], social_edge=[2, 348], edge_attr=[348], geographical_edge=[2, 127], geo_edge_attr=[127], reps=[4])",0.654815673828125,"[5.371395587921143, 3.6764354705810547, 3.4358065128326416, 3.4267895221710205, 3.4697747230529785, 3.441859483718872, 1.7853964567184448, 3.9828765392303467, 3.738995313644409, 7.264465808868408, 4.940887451171875, 3.391362190246582, 2.624372959136963, 3.9573137760162354, 5.134995937347412, 3.492884635925293, 4.0471110343933105, 3.859924554824829, 5.451817512512207, 3.9184224605560303, 3.4572408199310303, 3.07719087600708, 4.072373867034912, 4.3099236488342285, 4.3969407081604, 4.22396183013916, 4.031444549560547, 3.8347694873809814, 3.9957573413848877, 2.3710451126098633, 2.1831018924713135, 3.2874507904052734, 4.466853141784668, 4.304049968719482, 4.4190287590026855, 3.341939926147461, 4.303930282592773, 2.835911273956299, 3.3820364475250244, 2.491302967071533, 3.7968971729278564, 3.966829776763916, 4.469862937927246, 2.9161217212677, 3.531067371368408, 3.489480972290039, 2.283381938934326, 3.5332441329956055, 2.6424994468688965, 4.368053913116455, 3.646090507507324, 4.621612071990967, 3.14084529876709, 1.9121086597442627, 3.5854241847991943, 2.33866286277771, 2.8238508701324463, 3.9730639457702637, 4.46026086807251, 4.771478176116943, 3.558243751525879, 3.4721832275390625, 2.263150215148926, 2.0426135063171387, 2.4914422035217285, 4.373705863952637, 3.717193603515625, 4.489322185516357, 4.708503723144531, 3.7579052448272705, 3.029313325881958, 3.48409366607666]"
24,3.470738172531128,3.679041624069214,"FrankenData(orig_edge_num=280, opinion=[72, 1], pos=[72, 2], dist_label=[72], social_edge=[2, 348], edge_attr=[348], geographical_edge=[2, 127], geo_edge_attr=[127], reps=[4])",0.4559783935546875,"[5.404728889465332, 3.6764354705810547, 3.4358065128326416, 3.4267895221710205, 3.4697747230529785, 3.441859483718872, 1.7853964567184448, 3.9828765392303467, 3.738995313644409, 7.264465808868408, 4.940887451171875, 3.391362190246582, 2.624372959136963, 3.9573137760162354, 5.134995937347412, 3.492884635925293, 4.0471110343933105, 3.859924554824829, 5.451817512512207, 3.9184224605560303, 3.4572408199310303, 3.07719087600708, 4.072373867034912, 4.3099236488342285, 4.3969407081604, 4.22396183013916, 4.031444549560547, 3.8347694873809814, 3.9957573413848877, 2.3710451126098633, 2.1831018924713135, 3.2874507904052734, 4.466853141784668, 4.304049968719482, 4.4190287590026855, 3.341939926147461, 4.303930282592773, 2.835911273956299, 3.3820364475250244, 2.491302967071533, 3.7968971729278564, 3.966829776763916, 4.469862937927246, 2.9161217212677, 3.531067371368408, 3.489480972290039, 2.283381938934326, 3.5332441329956055, 2.6424994468688965, 4.368053913116455, 3.646090507507324, 4.621612071990967, 3.14084529876709, 1.9121086597442627, 3.5854241847991943, 2.33866286277771, 2.8238508701324463, 3.9730639457702637, 4.46026086807251, 4.771478176116943, 3.558243751525879, 3.4721832275390625, 2.263150215148926, 2.0426135063171387, 2.4914422035217285, 4.373705863952637, 3.717193603515625, 4.489322185516357, 4.708503723144531, 3.7579052448272705, 3.029313325881958, 3.48409366607666]"
25,3.470738172531128,3.686680316925049,"FrankenData(orig_edge_num=280, opinion=[72, 1], pos=[72, 2], dist_label=[72], social_edge=[2, 348], edge_attr=[348], geographical_edge=[2, 127], geo_edge_attr=[127], reps=[4])",0.45599365234375,"[5.371395587921143, 3.6764354705810547, 3.4358065128326416, 3.4267895221710205, 3.4697747230529785, 3.441859483718872, 1.7853964567184448, 3.9828765392303467, 3.738995313644409, 7.264465808868408, 4.940887451171875, 3.641362190246582, 2.624372959136963, 3.9573137760162354, 5.134995937347412, 3.492884635925293, 4.0471110343933105, 3.859924554824829, 5.451817512512207, 3.9184224605560303, 3.4572408199310303, 3.07719087600708, 4.072373867034912, 4.3099236488342285, 4.3969407081604, 4.22396183013916, 4.031444549560547, 3.8347694873809814, 3.9957573413848877, 2.3710451126098633, 2.1831018924713135, 3.2874507904052734, 4.466853141784668, 4.304049968719482, 4.4190287590026855, 3.341939926147461, 4.303930282592773, 2.835911273956299, 3.715369701385498, 2.491302967071533, 3.7968971729278564, 3.966829776763916, 4.469862937927246, 2.9161217212677, 3.531067371368408, 3.489480972290039, 2.283381938934326, 3.5332441329956055, 2.6424994468688965, 4.368053913116455, 3.646090507507324, 4.621612071990967, 3.14084529876709, 1.9121086597442627, 3.5854241847991943, 2.33866286277771, 2.8238508701324463, 3.9730639457702637, 4.46026086807251, 4.771478176116943, 3.558243751525879, 3.4721832275390625, 2.263150215148926, 2.0426135063171387, 2.4914422035217285, 4.373705863952637, 3.717193603515625, 4.489322185516357, 4.708503723144531, 3.7579052448272705, 3.029313325881958, 3.48409366607666]"
26,3.470738172531128,3.687143087387085,"FrankenData(orig_edge_num=280, opinion=[72, 1], pos=[72, 2], dist_label=[72], social_edge=[2, 348], edge_attr=[348], geographical_edge=[2, 127], geo_edge_attr=[127], reps=[4])",0.4611053466796875,"[5.404728889465332, 3.6764354705810547, 3.4358065128326416, 3.4267895221710205, 3.4697747230529785, 3.441859483718872, 1.7853964567184448, 3.9828765392303467, 3.738995313644409, 7.264465808868408, 4.940887451171875, 3.641362190246582, 2.624372959136963, 3.9573137760162354, 5.134995937347412, 3.492884635925293, 4.0471110343933105, 3.859924554824829, 5.451817512512207, 3.9184224605560303, 3.4572408199310303, 3.07719087600708, 4.072373867034912, 4.3099236488342285, 4.3969407081604, 4.22396183013916, 4.031444549560547, 3.8347694873809814, 3.9957573413848877, 2.3710451126098633, 2.1831018924713135, 3.2874507904052734, 4.466853141784668, 4.304049968719482, 4.4190287590026855, 3.341939926147461, 4.303930282592773, 2.835911273956299, 3.715369701385498, 2.491302967071533, 3.7968971729278564, 3.966829776763916, 4.469862937927246, 2.9161217212677, 3.531067371368408, 3.489480972290039, 2.283381938934326, 3.5332441329956055, 2.6424994468688965, 4.368053913116455, 3.646090507507324, 4.621612071990967, 3.14084529876709, 1.9121086597442627, 3.5854241847991943, 2.33866286277771, 2.8238508701324463, 3.9730639457702637, 4.46026086807251, 4.771478176116943, 3.558243751525879, 3.4721832275390625, 2.263150215148926, 2.0426135063171387, 2.4914422035217285, 4.373705863952637, 3.717193603515625, 4.489322185516357, 4.708503723144531, 3.7579052448272705, 3.029313325881958, 3.48409366607666]"
